System,Output,Method,Amplitude,NoiseStd,Replicates,PICP_mean,PICP_min,PICP_max,PICP_sd,MPIW_mean,MPIW_min,MPIW_max,MPIW_sd,NMPIW_mean,NMPIW_min,NMPIW_max,NMPIW_sd,RMSE_mean,RMSE_min,RMSE_max,RMSE_sd,MaxExcess_mean,MaxExcess_min,MaxExcess_max,MaxExcess_sd,MinSlack_mean,MinSlack_min,MinSlack_max,MinSlack_sd,Violations_total
1,1,MANFIZ_validation,1.0,0.01,20,1.0,1.0,1.0,0.0,0.4401338452788449,0.4379750943412379,0.44403536175166436,0.0016008925705075646,0.16024421212483014,0.14307372626668757,0.179634269622527,0.009754469677001748,0.012619471965587306,0.01188002030463865,0.01322509369173835,0.00035798578217948086,0.0,0.0,0.0,0.0,0.11630685181423868,0.10283519347343023,0.12540604511352474,0.005296657600697259,0
1,1,MANFIZ_validation,1.0,0.02,20,1.0,1.0,1.0,0.0,0.4402171579263086,0.4380780443223436,0.444147890215954,0.0015971352225013086,0.1590393422868572,0.1416594124582689,0.1773119776655203,0.00953524500029577,0.02226991218635888,0.02119787178424301,0.0226792933386739,0.00031822266651727855,0.0,0.0,0.0,0.0,0.09825869858000778,0.08540364310207507,0.10869534073919138,0.006148767935858448,0
1,1,MANFIZ_validation,1.15,0.005,20,1.0,1.0,1.0,0.0,0.46094328155377084,0.45835398438659947,0.46581163362702604,0.001993553261771078,0.14944603568393794,0.13439539087170124,0.16700764606780458,0.008649842339886022,0.0115475921541013,0.01033119756681545,0.013147126829521532,0.0008640669222420619,0.0,0.0,0.0,0.0,0.11618661540105836,0.10159055754234997,0.12655833143208364,0.00636417767917889,0
1,1,MANFIZ_validation,1.15,0.01,20,1.0,1.0,1.0,0.0,0.4609634237620232,0.45838436072955313,0.4658171082669189,0.001992511215712807,0.14912217203412312,0.13394733216836516,0.16603510411519443,0.008577947436881192,0.014754976585526464,0.013667525586422159,0.016071562505305302,0.0006917858060587858,0.0,0.0,0.0,0.0,0.10816895571955071,0.09477547356032592,0.11914417382157216,0.006541952523872048,0
1,1,MANFIZ_validation,1.15,0.02,20,1.0,1.0,1.0,0.0,0.46103817574149286,0.4584810022890683,0.46585682523027827,0.0019898771886527993,0.14814988342685115,0.13276283716976706,0.1641345485451111,0.00839824184023932,0.02355881035874318,0.022240349807266132,0.02449203237701538,0.0004981963705722085,0.0,0.0,0.0,0.0,0.09080176991692926,0.07581266928166755,0.10636025657089612,0.008002747953907782,0
1,1,MANFIZ_validation,1.3,0.005,20,1.0,1.0,1.0,0.0,0.4813450895117085,0.47822455538974495,0.48725301120975284,0.0024362957480650077,0.14094005565498452,0.12742559628774064,0.15659134369535854,0.007757665348075827,0.0158294786122234,0.013944727474105103,0.018340910977738715,0.0012764278850168663,0.0,0.0,0.0,0.0,0.09847393999376251,0.0727015087937321,0.11810947767262187,0.014704322665376982,0
1,1,MANFIZ_validation,1.3,0.01,20,1.0,1.0,1.0,0.0,0.48136316845315974,0.4782458100963124,0.48725778393982133,0.0024355913479631895,0.1406331448970325,0.1271594909937839,0.15577058952709555,0.007659010057108494,0.01830587299972664,0.016698386260339836,0.020561921474665148,0.0011239434961897844,0.0,0.0,0.0,0.0,0.0919973617193179,0.06428799455616885,0.1139870233795886,0.01530076018500757,0
1,1,MANFIZ_validation,1.3,0.02,20,1.0,1.0,1.0,0.0,0.48142949226738974,0.47832022639352983,0.48729254103278463,0.00243363171188897,0.1398637109356401,0.12613643464975913,0.1541637893645632,0.007545533427146874,0.02594750982581377,0.024245425567278357,0.027692587496265828,0.0008429320235184581,0.0,0.0,0.0,0.0,0.07562176544397425,0.04746106698126043,0.10071650602277088,0.015115967956058029,0
1,2,MANFIZ_noise,1.0,0.005,20,1.0,1.0,1.0,0.0,0.5923417092077602,0.5890271076126419,0.5962520036012554,0.0021152842612456833,0.22852373657817926,0.19738055131087062,0.26188608029057103,0.01732379782415979,0.007411625985016656,0.007164728273441558,0.007838514292344431,0.0001934160468351391,0.0,0.0,0.0,0.0,0.16991523561415844,0.14256379126154423,0.18205263273880362,0.009534691250470078,0
1,2,MANFIZ_noise,1.0,0.01,20,1.0,1.0,1.0,0.0,0.592373766290711,0.5890740912117576,0.5962818774818305,0.0021186616091826305,0.22789094565520226,0.19754922940461028,0.2607986180529124,0.017038687297727617,0.01174496771400087,0.011365056636141723,0.01212940552887894,0.00020025636462727025,0.0,0.0,0.0,0.0,0.16319270546857012,0.13585685902052597,0.17420163222782137,0.009494228259222906,0
