System,Amplitude,Replicate,Output,RMSE,MAE,R2,PICP,MPIW,NMPIW,Violations,MaxExcess,MinSlack
1,1.3,9,2,0.010187593520039997,0.007147597451659459,0.9997550635509517,1.0,0.5143813349747429,0.16988031602172443,0,0.0,0.10636244187695215
1,1.3,10,1,0.01636648747505965,0.00980713853084761,0.9994993316740044,1.0,0.47834466388327346,0.12929170848930327,0,0.0,0.10160171272806756
1,1.3,10,2,0.011295422234595287,0.007087933997773353,0.9997029578444675,1.0,0.5129635660565381,0.13635364196213964,0,0.0,0.0683403483225686
1,1.3,11,1,0.015553739233222522,0.009279780365231638,0.9995638777811254,1.0,0.48144215315609373,0.1275577007443822,0,0.0,0.10479465135425056
1,1.3,11,2,0.010692227606600033,0.007358460440937554,0.9997337583492881,1.0,0.5174050023941423,0.14797503562055725,0,0.0,0.10103453568867216
1,1.3,12,1,0.016527453869954207,0.010040170730599571,0.9995103793508054,1.0,0.4818455078573332,0.14014699098801567,0,0.0,0.09231813793144128
1,1.3,12,2,0.010525903618771667,0.007241867006816868,0.9997406824472919,1.0,0.5164649182079435,0.1566577105731919,0,0.0,0.10595796757489634
1,1.3,13,1,0.015589849222304528,0.00950148954773162,0.9995554854548401,1.0,0.481692373702795,0.1426913085250717,0,0.0,0.07890159964003154
1,1.3,13,2,0.01067096642880796,0.007257181676998848,0.9997453079626079,1.0,0.5189612034075387,0.15054447196369544,0,0.0,0.09726474350414233
1,1.3,14,1,0.01582579085877476,0.009964834885149161,0.999534754217984,1.0,0.48170842624564963,0.1405621530989134,0,0.0,0.10787412981891065
1,1.3,14,2,0.010582182170073031,0.007134979839143208,0.9997488779608913,1.0,0.5192800788407498,0.18162922824477257,0,0.0,0.08194050448919515
1,1.3,15,1,0.014378725807346737,0.009468762155925988,0.9996266202571235,1.0,0.4782138075501756,0.13010494608641177,0,0.0,0.11763091305260426
1,1.3,15,2,0.010680337176088212,0.007303637091259498,0.9997287949259372,1.0,0.5117058834852695,0.16948726383991203,0,0.0,0.11497101693284226
1,1.3,16,1,0.014836549472904192,0.009261639406426308,0.999607413750232,1.0,0.48639948934839367,0.1490427615103617,0,0.0,0.11423356057172007
1,1.3,16,2,0.010489241769157982,0.007236708669712325,0.9997393023743368,1.0,0.5206719329017317,0.15608292901484824,0,0.0,0.11226082739586757
1,1.3,17,1,0.017523658653405834,0.011027426659845446,0.999455174204381,1.0,0.4788775510948718,0.13444966797633023,0,0.0,0.09960684889945531
1,1.3,17,2,0.011496615088452143,0.0076990030863123785,0.9996830990720277,1.0,0.5128143161326649,0.1422801931761299,0,0.0,0.11011859594862095
1,1.3,18,1,0.015764416741557437,0.009516770235851717,0.9995284041459153,1.0,0.4810271841906569,0.150140446788168,0,0.0,0.08298713573366748
