Method,System,Amplitude,NoiseStd,Replicate,Output,RMSE,MAE,R2,PICP,MPIW,NMPIW,Violations,MaxExcess,MinSlack
MANFIZ_validation,1,1.3,0.02,7,2,0.023636541471169406,0.019386169432682735,0.9987155391581343,1.0,0.5150079970863752,0.16147829614068557,0,0.0,0.09805861739897104
MANFIZ_noise,1,1.3,0.005,8,1,0.014497299235511458,0.010497245105154979,0.9996185008446725,1.0,0.6033801325530178,0.17257525744098137,0,0.0,0.16950132115796854
MANFIZ_noise,1,1.3,0.005,8,2,0.012132116418754637,0.008902041249333543,0.9996550270944934,1.0,0.6388664514269857,0.18973075028478545,0,0.0,0.16313351873810397
MANFIZ_validation,1,1.3,0.005,8,1,0.014497299235511458,0.010497245105154979,0.9996185008446725,1.0,0.47987234763826286,0.1372502829718289,0,0.0,0.1105224820190786
MANFIZ_validation,1,1.3,0.005,8,2,0.012132116418754637,0.008902041249333543,0.9996550270944934,1.0,0.5145870748733657,0.15282222377540974,0,0.0,0.10628798329746755
MANFIZ_noise,1,1.3,0.01,8,1,0.01711514490894425,0.013264454778732978,0.9994685811203359,1.0,0.6034135892059318,0.1721406352377312,0,0.0,0.16072510693955122
MANFIZ_noise,1,1.3,0.01,8,2,0.015173757036311885,0.01194154924276952,0.9994606881509367,1.0,0.6389144712657804,0.1897940001416808,0,0.0,0.15441119955649418
MANFIZ_validation,1,1.3,0.01,8,1,0.01711514490894425,0.013264454778732978,0.9994685811203359,1.0,0.4799058042911768,0.13690657864313371,0,0.0,0.10148757363340835
MANFIZ_validation,1,1.3,0.01,8,2,0.015173757036311885,0.01194154924276952,0.9994606881509367,1.0,0.5146350947121594,0.1528759444831577,0,0.0,0.09756566411585776
MANFIZ_noise,1,1.3,0.02,8,1,0.025105229047504042,0.020531370350833276,0.9988581762107586,1.0,0.6035147129208414,0.17074697542364764,0,0.0,0.14265679348387594
MANFIZ_noise,1,1.3,0.02,8,2,0.023729785671726157,0.019678426336306107,0.9986830383533456,1.0,0.6390530503093284,0.1899332410301251,0,0.0,0.13696982919140185
MANFIZ_validation,1,1.3,0.02,8,1,0.025105229047504042,0.020531370350833276,0.9988581762107586,1.0,0.48000692800608685,0.1358040315914982,0,0.0,0.08341926017773307
MANFIZ_validation,1,1.3,0.02,8,2,0.023729785671726157,0.019678426336306107,0.9986830383533456,1.0,0.5147736737557094,0.15299611230410384,0,0.0,0.08012429375076544
MANFIZ_noise,1,1.3,0.005,9,1,0.015842634697712354,0.010913530036895672,0.9995407234489536,1.0,0.6025860767792928,0.1789006571288741,0,0.0,0.14996711470834634
MANFIZ_noise,1,1.3,0.005,9,2,0.01140479963729579,0.008382462259134534,0.9996929841415868,1.0,0.638223425974495,0.2097199419298262,0,0.0,0.15241677291125033
MANFIZ_validation,1,1.3,0.005,9,1,0.015842634697712354,0.010913530036895672,0.9995407234489536,1.0,0.4793211906099676,0.14230477483688228,0,0.0,0.09303838412860752
MANFIZ_validation,1,1.3,0.005,9,2,0.01140479963729579,0.008382462259134534,0.9996929841415868,1.0,0.5143653799905197,0.169020241551954,0,0.0,0.09738571272029378
MANFIZ_noise,1,1.3,0.01,9,1,0.01836936773267421,0.013916763366468842,0.9993824917190325,1.0,0.6026031422876305,0.17885222639905018,0,0.0,0.14088594011880404
MANFIZ_noise,1,1.3,0.01,9,2,0.014530134345966039,0.011400150465049073,0.9995016323417515,1.0,0.6382223011774208,0.20866955459322697,0,0.0,0.1434403074922429
MANFIZ_validation,1,1.3,0.01,9,1,0.01836936773267421,0.013916763366468842,0.9993824917190325,1.0,0.4793382561183045,0.14226728718928003,0,0.0,0.08395720953906521
MANFIZ_validation,1,1.3,0.01,9,2,0.014530134345966039,0.011400150465049073,0.9995016323417515,1.0,0.5143642551934452,0.1681736282669565,0,0.0,0.08840924730128638
MANFIZ_noise,1,1.3,0.02,9,1,0.0261065633210351,0.021273505907666156,0.9987528973096378,1.0,0.6026681277274816,0.1787288636593148,0,0.0,0.12272366673871513
MANFIZ_noise,1,1.3,0.02,9,2,0.02318521881985838,0.01907876350055224,0.9987313768956197,1.0,0.6382599019897018,0.20661292145927762,0,0.0,0.1254943504974675
MANFIZ_validation,1,1.3,0.02,9,1,0.0261065633210351,0.021273505907666156,0.9987528973096378,1.0,0.47940324155815484,0.14217310100896163,0,0.0,0.0657949361589763
MANFIZ_validation,1,1.3,0.02,9,2,0.02318521881985838,0.01907876350055224,0.9987313768956197,1.0,0.5144018560057256,0.16651848242713585,0,0.0,0.07046329030651094
MANFIZ_noise,1,1.3,0.005,10,1,0.017221488315706274,0.011106813976239,0.9994459239731858,1.0,0.6018419999783953,0.16274614621798025,0,0.0,0.14980532143054498
MANFIZ_noise,1,1.3,0.005,10,2,0.012635468391101046,0.008717978051027487,0.999628086381904,1.0,0.6371874706851046,0.1690174472666805,0,0.0,0.11298498338044452
MANFIZ_validation,1,1.3,0.005,10,1,0.017221488315706274,0.011106813976239,0.9994459239731858,1.0,0.4783620363438215,0.12935550844696292,0,0.0,0.0968587948409659
MANFIZ_validation,1,1.3,0.005,10,2,0.012635468391101046,0.008717978051027487,0.999628086381904,1.0,0.5129417620631375,0.1360605963064038,0,0.0,0.06049003543561149
MANFIZ_noise,1,1.3,0.01,10,1,0.01951152296285405,0.0140165936787082,0.9992891809368445,1.0,0.6018702684525601,0.16275283722227385,0,0.0,0.14231096766529033
MANFIZ_noise,1,1.3,0.01,10,2,0.015749750376935302,0.012114373892330598,0.9994219018183651,1.0,0.6371802188182587,0.1685164678904742,0,0.0,0.1051350226625081
MANFIZ_validation,1,1.3,0.01,10,1,0.01951152296285405,0.0140165936787082,0.9992891809368445,1.0,0.47839030481798656,0.1293623950040534,0,0.0,0.08936444107571126
MANFIZ_validation,1,1.3,0.01,10,2,0.015749750376935302,0.012114373892330598,0.9994219018183651,1.0,0.5129345101962901,0.13565692933424806,0,0.0,0.05264007471767507
MANFIZ_noise,1,1.3,0.02,10,1,0.026742206870968628,0.021291528495665884,0.9986666363145676,1.0,0.6019586506431741,0.16230169057599,0,0.0,0.12732314230729913
MANFIZ_noise,1,1.3,0.02,10,2,0.024368976595005018,0.020110971682055376,0.998615272965888,1.0,0.637208266550993,0.16753452016055692,0,0.0,0.08943985462503687
MANFIZ_validation,1,1.3,0.02,10,1,0.026742206870968628,0.021291528495665884,0.9986666363145676,1.0,0.4784786870086027,0.1290086947385857,0,0.0,0.07437661571772006
MANFIZ_validation,1,1.3,0.02,10,2,0.024368976595005018,0.020110971682055376,0.998615272965888,1.0,0.512962557929027,0.13486789251516107,0,0.0,0.03694490668020384
MANFIZ_noise,1,1.3,0.005,11,1,0.016462125380636565,0.010698211656718696,0.9995113182888139,1.0,0.6047888186450606,0.16006904939120542,0,0.0,0.14867707971293787
MANFIZ_noise,1,1.3,0.005,11,2,0.012007698041517963,0.008831734545775566,0.9996642456038654,1.0,0.6413763805516948,0.18275257347645754,0,0.0,0.15420185105417286
MANFIZ_validation,1,1.3,0.005,11,1,0.016462125380636565,0.010698211656718696,0.9995113182888139,1.0,0.48145207419617025,0.12742559628774064,0,0.0,0.09870344216233048
MANFIZ_validation,1,1.3,0.005,11,2,0.012007698041517963,0.008831734545775566,0.9996642456038654,1.0,0.5174365203949254,0.14743738400771117,0,0.0,0.0965542857559899
MANFIZ_noise,1,1.3,0.01,11,1,0.01887636632666675,0.013672586434821152,0.999357359550372,1.0,0.6048100583046779,0.15973333713149315,0,0.0,0.14258589253206344
MANFIZ_noise,1,1.3,0.01,11,2,0.015166517681696273,0.012017174438803069,0.9994644680751739,1.0,0.6414230542976486,0.1820932049110471,0,0.0,0.1472786274899724
MANFIZ_validation,1,1.3,0.01,11,1,0.01887636632666675,0.013672586434821152,0.999357359550372,1.0,0.4814733138557868,0.1271594909937839,0,0.0,0.092612254981456
MANFIZ_validation,1,1.3,0.01,11,2,0.015166517681696273,0.012017174438803069,0.9994644680751739,1.0,0.5174831941408796,0.14690799259140974,0,0.0,0.0882438773669055
MANFIZ_noise,1,1.3,0.02,11,1,0.02637512218386808,0.021185127604795944,0.9987452476327969,1.0,0.6048852142447279,0.15844316633283856,0,0.0,0.13040361859551775
MANFIZ_noise,1,1.3,0.02,11,2,0.023866969792142815,0.019881362011197216,0.9986748114195321,1.0,0.641559489202774,0.1808010648501938,0,0.0,0.12803090853481025
MANFIZ_validation,1,1.3,0.02,11,1,0.02637512218386808,0.021185127604795944,0.9987452476327969,1.0,0.48154846979583693,0.12613643464975913,0,0.0,0.07962866543358707
MANFIZ_validation,1,1.3,0.02,11,2,0.023866969792142815,0.019881362011197216,0.9986748114195321,1.0,0.5176196290460053,0.14587295752600243,0,0.0,0.06899615841174336
MANFIZ_noise,1,1.3,0.005,12,1,0.01734325376618069,0.011406422357124003,0.9994609059041247,1.0,0.6052087372898748,0.17579234837839147,0,0.0,0.14007969647582594
MANFIZ_noise,1,1.3,0.005,12,2,0.011788296003465213,0.008648147143579607,0.9996746890340152,1.0,0.6405498873402502,0.19459887651202853,0,0.0,0.15245876327274338
MANFIZ_validation,1,1.3,0.005,12,1,0.01734325376618069,0.011406422357124003,0.9994609059041247,1.0,0.48185319831096407,0.13996180174800046,0,0.0,0.08516261949901943
MANFIZ_validation,1,1.3,0.005,12,2,0.011788296003465213,0.008648147143579607,0.9996746890340152,1.0,0.5164855224996159,0.15690815719364143,0,0.0,0.10171979043388751
MANFIZ_noise,1,1.3,0.01,12,1,0.019597415203171913,0.014296648344249568,0.999311795117531,1.0,0.6052268980710804,0.17556283766458958,0,0.0,0.13159886219653977
MANFIZ_noise,1,1.3,0.01,12,2,0.014974125602235508,0.011821531273813692,0.9994750575777807,1.0,0.6405851761219243,0.19491341458242104,0,0.0,0.14822317382879566
MANFIZ_validation,1,1.3,0.01,12,1,0.019597415203171913,0.014296648344249568,0.999311795117531,1.0,0.48187135909216905,0.13978014437418146,0,0.0,0.07668178521973326
MANFIZ_validation,1,1.3,0.01,12,2,0.014974125602235508,0.011821531273813692,0.9994750575777807,1.0,0.5165208112812879,0.15716385389872967,0,0.0,0.09748420098993979
MANFIZ_noise,1,1.3,0.02,12,1,0.02678646450277351,0.02149513230979469,0.9987151040212742,1.0,0.6052924646981263,0.17511411121235274,0,0.0,0.11463719363796779
MANFIZ_noise,1,1.3,0.02,12,2,0.023791157705367202,0.01976691674511596,0.9986751406010281,1.0,0.6406962374707532,0.19555780296805028,0,0.0,0.13969736249287903
MANFIZ_validation,1,1.3,0.02,12,1,0.02678646450277351,0.02149513230979469,0.9987151040212742,1.0,0.48193692571921243,0.13942674216144887,0,0.0,0.05972011666116128
MANFIZ_validation,1,1.3,0.02,12,2,0.023791157705367202,0.01976691674511596,0.9986751406010281,1.0,0.5166318726301197,0.15769000666158542,0,0.0,0.08465942302674476
MANFIZ_noise,1,1.3,0.005,13,1,0.01646715897632532,0.010795147307342523,0.999504161736584,1.0,0.6049875671529185,0.1790218368884917,0,0.0,0.12254998444478066
MANFIZ_noise,1,1.3,0.005,13,2,0.011934740980982088,0.008815023120069489,0.9996814312436648,1.0,0.6431746395807127,0.18607870644529367,0,0.0,0.14526593591414358
MANFIZ_validation,1,1.3,0.005,13,1,0.01646715897632532,0.010795147307342523,0.999504161736584,1.0,0.4817239383823902,0.14254690344830842,0,0.0,0.07272268774719823
MANFIZ_validation,1,1.3,0.005,13,2,0.011934740980982088,0.008815023120069489,0.9996814312436648,1.0,0.5189938993964034,0.15015161903093424,0,0.0,0.09152969599099614
MANFIZ_noise,1,1.3,0.01,13,1,0.018847341243582963,0.013688836788684362,0.9993506723710643,1.0,0.605030048317237,0.17884171119071834,0,0.0,0.11588345488129681
MANFIZ_noise,1,1.3,0.01,13,2,0.015015757335510006,0.012000474293747804,0.9994958122942343,1.0,0.6432214213711565,0.18559625696486598,0,0.0,0.13932751642925764
MANFIZ_validation,1,1.3,0.01,13,1,0.018847341243582963,0.013688836788684362,0.9993506723710643,1.0,0.4817664195467083,0.14240603604001895,0,0.0,0.06605615818371438
MANFIZ_validation,1,1.3,0.01,13,2,0.015015757335510006,0.012000474293747804,0.9994958122942343,1.0,0.5190406811868465,0.14976492455027682,0,0.0,0.0855912765061102
MANFIZ_noise,1,1.3,0.02,13,1,0.026289260735562304,0.02105080692762562,0.998737811938588,1.0,0.6051463750410909,0.17849187165475258,0,0.0,0.1025505080802186
MANFIZ_noise,1,1.3,0.02,13,2,0.023557207930115797,0.019685041176017125,0.9987599463447697,1.0,0.6433578979751958,0.1846513487606658,0,0.0,0.12746934439473703
MANFIZ_validation,1,1.3,0.02,13,1,0.026289260735562304,0.02105080692762562,0.998737811938588,1.0,0.48188274627056216,0.14213446010335012,0,0.0,0.052723211382636165
MANFIZ_validation,1,1.3,0.02,13,2,0.023557207930115797,0.019685041176017125,0.9987599463447697,1.0,0.5191771577908866,0.14901000319345156,0,0.0,0.0737331044715896
MANFIZ_noise,1,1.3,0.005,14,1,0.01666586228392053,0.011019655877596051,0.9994841264281029,1.0,0.605041911435381,0.17666189711600494,0,0.0,0.15870882930759314
MANFIZ_noise,1,1.3,0.005,14,2,0.011651543370567627,0.008412346258948,0.9996956739203067,1.0,0.6434082071277303,0.2249360821204933,0,0.0,0.1302697751817062
MANFIZ_validation,1,1.3,0.005,14,1,0.01666586228392053,0.011019655877596051,0.9994841264281029,1.0,0.48173890497011856,0.14065952665115042,0,0.0,0.1031712366629628
MANFIZ_validation,1,1.3,0.005,14,2,0.011651543370567627,0.008412346258948,0.9996956739203067,1.0,0.5193207776775052,0.18155500629378152,0,0.0,0.07708047354363207
MANFIZ_noise,1,1.3,0.01,14,1,0.019045344262260202,0.013712113102181126,0.9993264634967636,1.0,0.6050820163504318,0.17666273611397934,0,0.0,0.15284502389465002
MANFIZ_noise,1,1.3,0.01,14,2,0.014555378727167749,0.01133685497150742,0.9995253101748683,1.0,0.6434636373838152,0.2241982899471454,0,0.0,0.12351925083833676
MANFIZ_validation,1,1.3,0.01,14,1,0.019045344262260202,0.013712113102181126,0.9993264634967636,1.0,0.4817790098851699,0.1406625809207745,0,0.0,0.09779584459395341
MANFIZ_validation,1,1.3,0.01,14,2,0.014555378727167749,0.01133685497150742,0.9995253101748683,1.0,0.5193762079335901,0.18096322914434942,0,0.0,0.07156794646939518
MANFIZ_noise,1,1.3,0.02,14,1,0.026565204158678073,0.021014169366767952,0.9986905753082,1.0,0.6051924340100551,0.17667323234219584,0,0.0,0.1315054404254557
MANFIZ_noise,1,1.3,0.02,14,2,0.022826176518633407,0.01875074590179689,0.9988340791784317,1.0,0.6436169771825606,0.2224783032826984,0,0.0,0.11002007321951207
MANFIZ_validation,1,1.3,0.02,14,1,0.026565204158678073,0.021014169366767952,0.9986905753082,1.0,0.481889427544793,0.14067750687453973,0,0.0,0.07877090822600408
MANFIZ_validation,1,1.3,0.02,14,2,0.022826176518633407,0.01875074590179689,0.9988340791784317,1.0,0.519529547732334,0.17958515139033096,0,0.0,0.058068768850570496
MANFIZ_noise,1,1.3,0.005,15,1,0.015315936896895033,0.010796355899354208,0.9995764063418484,1.0,0.6017256622929235,0.1630247604448555,0,0.0,0.16549713590366832
MANFIZ_noise,1,1.3,0.005,15,2,0.011836585288989334,0.008585879164825836,0.9996670122229828,1.0,0.6358042901237814,0.2102925981028187,0,0.0,0.16483992383072762
MANFIZ_validation,1,1.3,0.005,15,1,0.015315936896895033,0.010796355899354208,0.9995764063418484,1.0,0.47822455538974495,0.12956476425515676,0,0.0,0.11422274441260827
MANFIZ_validation,1,1.3,0.005,15,2,0.011836585288989334,0.008585879164825836,0.9996670122229828,1.0,0.511734254225406,0.16925636950061812,0,0.0,0.1078403477638045
MANFIZ_noise,1,1.3,0.01,15,1,0.01789275423540293,0.01375017223998573,0.9994219978498853,1.0,0.6017469169994906,0.16235281378100322,0,0.0,0.16059020966262144
MANFIZ_noise,1,1.3,0.01,15,2,0.014827751922359477,0.011549575193185283,0.9994776954722673,1.0,0.6358453962352455,0.21000847006457551,0,0.0,0.15771579438722247
MANFIZ_validation,1,1.3,0.01,15,1,0.01789275423540293,0.01375017223998573,0.9994219978498853,1.0,0.4782458100963124,0.12903190819036198,0,0.0,0.10808279623720307
MANFIZ_validation,1,1.3,0.01,15,2,0.014827751922359477,0.011549575193185283,0.9994776954722673,1.0,0.5117753603368711,0.16903033516866028,0,0.0,0.10071621832029934
MANFIZ_noise,1,1.3,0.02,15,1,0.02577835929733288,0.021089380185267678,0.998801074060232,1.0,0.6018213332967078,0.16103407922362067,0,0.0,0.14057775477312062
MANFIZ_noise,1,1.3,0.02,15,2,0.023249605557575822,0.019170301856951427,0.9987175196990955,1.0,0.6359668887791944,0.20931674424315647,0,0.0,0.14347659612565944
MANFIZ_validation,1,1.3,0.02,15,1,0.02577835929733288,0.021089380185267678,0.998801074060232,1.0,0.47832022639352983,0.12798791430236794,0,0.0,0.09033851578130972
MANFIZ_validation,1,1.3,0.02,15,2,0.023249605557575822,0.019170301856951427,0.9987175196990955,1.0,0.5118968528808193,0.16848138562530224,0,0.0,0.08647702005873631
MANFIZ_noise,1,1.3,0.005,16,1,0.015727690493063225,0.01054193722733618,0.999559093230707,1.0,0.609816978318146,0.18669037726107068,0,0.0,0.16769393165128707
MANFIZ_noise,1,1.3,0.005,16,2,0.011676659275977573,0.008493343484419161,0.9996769860789981,1.0,0.6449097658394016,0.1932483552866437,0,0.0,0.16126137037700594
MANFIZ_validation,1,1.3,0.005,16,1,0.015727690493063225,0.01054193722733618,0.999559093230707,1.0,0.4864334315802398,0.14891753441265235,0,0.0,0.11492089899418167
MANFIZ_validation,1,1.3,0.005,16,2,0.011676659275977573,0.008493343484419161,0.9996769860789981,1.0,0.5207154782329262,0.1560333167072396,0,0.0,0.10709735762746514
MANFIZ_noise,1,1.3,0.01,16,1,0.018227085586911714,0.01351426963407759,0.9994082211501795,1.0,0.6098593777781612,0.18614635302310145,0,0.0,0.16226099290332238
MANFIZ_noise,1,1.3,0.01,16,2,0.014739508836994025,0.011560689702923987,0.9994854420741149,1.0,0.6449660845987434,0.19318767456182753,0,0.0,0.15422029739379112
MANFIZ_validation,1,1.3,0.01,16,1,0.018227085586911714,0.01351426963407759,0.9994082211501795,1.0,0.4864758310402553,0.1484862003958001,0,0.0,0.10948796024621699
MANFIZ_validation,1,1.3,0.01,16,2,0.014739508836994025,0.011560689702923987,0.9994854420741149,1.0,0.5207717969922679,0.1559875702625688,0,0.0,0.09999031222166421
MANFIZ_noise,1,1.3,0.02,16,1,0.025977827252807204,0.020909472516737564,0.9987998687321831,1.0,0.6099698939989511,0.18458418556021894,0,0.0,0.14752451686241505
MANFIZ_noise,1,1.3,0.02,16,2,0.023298848221152687,0.019171739655031817,0.998715444018073,1.0,0.6451181508312306,0.19199547540364373,0,0.0,0.13786745739341102
MANFIZ_validation,1,1.3,0.02,16,1,0.025977827252807204,0.020909472516737564,0.9987998687321831,1.0,0.4865863472610439,0.1472468485699658,0,0.0,0.09219512508218405
MANFIZ_validation,1,1.3,0.02,16,2,0.023298848221152687,0.019171739655031817,0.998715444018073,1.0,0.5209238632247538,0.15503365490502874,0,0.0,0.08044096378160076
MANFIZ_noise,1,1.3,0.005,17,1,0.018340910977738715,0.012145714668989905,0.9994028287870649,1.0,0.6023386839257646,0.16908146375403268,0,0.0,0.15339618052208526
MANFIZ_noise,1,1.3,0.005,17,2,0.01254519209971034,0.009000695373542105,0.999622509979412,1.0,0.6370784422021736,0.17663768542955355,0,0.0,0.1584601757299326
MANFIZ_validation,1,1.3,0.005,17,1,0.018340910977738715,0.012145714668989905,0.9994028287870649,1.0,0.47885366515101874,0.1344181949265212,0,0.0,0.09530565911700636
MANFIZ_validation,1,1.3,0.005,17,2,0.01254519209971034,0.009000695373542105,0.999622509979412,1.0,0.5127883942911204,0.14217676989606318,0,0.0,0.10192856905803332
MANFIZ_noise,1,1.3,0.01,17,1,0.020561921474665148,0.014798638207926465,0.9992490776734527,1.0,0.6023263774568361,0.16904686772719787,0,0.0,0.14846228400723277
MANFIZ_noise,1,1.3,0.01,17,2,0.015431432749042892,0.011979999007763618,0.9994286812107351,1.0,0.6370658933914457,0.17651481421194928,0,0.0,0.15027444476450863
MANFIZ_validation,1,1.3,0.01,17,1,0.020561921474665148,0.014798638207926465,0.9992490776734527,1.0,0.47884135868209204,0.13438998332634722,0,0.0,0.09100450389759829
MANFIZ_validation,1,1.3,0.01,17,2,0.015431432749042892,0.011979999007763618,0.9994286812107351,1.0,0.5127758454803918,0.14207719175719719,0,0.0,0.09374283809260936
MANFIZ_noise,1,1.3,0.02,17,1,0.027692587496265828,0.021925989462427357,0.9986369856866704,1.0,0.6023316678468209,0.16861078742770536,0,0.0,0.12948655280947552
MANFIZ_noise,1,1.3,0.02,17,2,0.023795722663041752,0.01964444962771058,0.9986412563532655,1.0,0.6370800106174279,0.17628042018793028,0,0.0,0.1339275336442601
MANFIZ_validation,1,1.3,0.02,17,1,0.027692587496265828,0.021925989462427357,0.9986369856866704,1.0,0.4788466490720746,0.1340436089734091,0,0.0,0.07227654938515243
MANFIZ_validation,1,1.3,0.02,17,2,0.023795722663041752,0.01964444962771058,0.9986412563532655,1.0,0.5127899627063743,0.1418892895516002,0,0.0,0.07739592697236083
MANFIZ_noise,1,1.3,0.005,18,1,0.01656557629902699,0.010850227718863634,0.9994791054493148,1.0,0.6045022960896956,0.18783733121455687,0,0.0,0.1340552762319394
MANFIZ_noise,1,1.3,0.005,18,2,0.011724790829965793,0.008707056560510311,0.9996889597983154,1.0,0.6417073279885382,0.2187586765291083,0,0.0,0.1271334420042383
MANFIZ_validation,1,1.3,0.005,18,1,0.01656557629902699,0.010850227718863634,0.9994791054493148,1.0,0.48100802879368154,0.14946388955977366,0,0.0,0.08085176933695112
MANFIZ_validation,1,1.3,0.005,18,2,0.011724790829965793,0.008707056560510311,0.9996889597983154,1.0,0.5175421744130181,0.17643065021163507,0,0.0,0.07274061509089166
MANFIZ_noise,1,1.3,0.01,18,1,0.01891553859647426,0.013654407901199534,0.9993207109939747,1.0,0.6044930364549326,0.18696299578348297,0,0.0,0.13191993480489045
MANFIZ_noise,1,1.3,0.01,18,2,0.014940147922883758,0.011863094198648907,0.9994948873954432,1.0,0.6416919097828775,0.21805933758581972,0,0.0,0.11914055603071222
MANFIZ_validation,1,1.3,0.01,18,1,0.01891553859647426,0.013654407901199534,0.9993207109939747,1.0,0.4809987691589186,0.14876758775834792,0,0.0,0.07871642790990216
MANFIZ_validation,1,1.3,0.01,18,2,0.014940147922883758,0.011863094198648907,0.9994948873954432,1.0,0.5175267562073584,0.1758656138889128,0,0.0,0.0647477291173656
MANFIZ_noise,1,1.3,0.02,18,1,0.026400559899775883,0.020869829236279457,0.9986766402171795,1.0,0.6045034507655285,0.18524730660169741,0,0.0,0.1221751464695314
MANFIZ_noise,1,1.3,0.02,18,2,0.023825435793447324,0.019837420156042018,0.9987154497958739,1.0,0.641702520158932,0.2163122433929689,0,0.0,0.10315767850108887
MANFIZ_validation,1,1.3,0.02,18,1,0.026400559899775883,0.020869829236279457,0.9986766402171795,1.0,0.48100918346951516,0.14740305547564395,0,0.0,0.0671565659351997
MANFIZ_validation,1,1.3,0.02,18,2,0.023825435793447324,0.019837420156042018,0.9987154497958739,1.0,0.5175373665834111,0.17445726842029563,0,0.0,0.04876485158774224
MANFIZ_noise,1,1.3,0.005,19,1,0.015251979579230763,0.010732364652397085,0.9995764135581298,1.0,0.606136137757573,0.173297521467822,0,0.0,0.14288899366368804
MANFIZ_noise,1,1.3,0.005,19,2,0.011595156831471672,0.008684439147278051,0.999686343418045,1.0,0.6421838141911971,0.20181496119129333,0,0.0,0.17855893843990217
MANFIZ_validation,1,1.3,0.005,19,1,0.015251979579230763,0.010732364652397085,0.9995764135581298,1.0,0.4826214002663633,0.13798400600714794,0,0.0,0.08492770144224823
MANFIZ_validation,1,1.3,0.005,19,2,0.011595156831471672,0.008684439147278051,0.999686343418045,1.0,0.5179509983178766,0.16277311622399776,0,0.0,0.12015452692279696
MANFIZ_noise,1,1.3,0.01,19,1,0.017770684785776536,0.013585566286483556,0.9994251248990892,1.0,0.606143251733895,0.17310829269243314,0,0.0,0.13494741542212998
MANFIZ_noise,1,1.3,0.01,19,2,0.01491806234623722,0.011939457439976138,0.9994807703548799,1.0,0.6422082861033501,0.20173512975042454,0,0.0,0.1754680125670359
MANFIZ_validation,1,1.3,0.01,19,1,0.017770684785776536,0.013585566286483556,0.9994251248990892,1.0,0.48262851424268405,0.13783375112442053,0,0.0,0.07698612320069018
MANFIZ_validation,1,1.3,0.01,19,2,0.01491806234623722,0.011939457439976138,0.9994807703548799,1.0,0.517975470230028,0.16271021560375157,0,0.0,0.1160788706165708
MANFIZ_noise,1,1.3,0.02,19,1,0.02552491352224524,0.020847059195784258,0.9988149844986492,1.0,0.6061882507571914,0.17273985398725067,0,0.0,0.11672569248416687
MANFIZ_noise,1,1.3,0.02,19,2,0.023803597976127924,0.019947537409638266,0.9986783006669278,1.0,0.6423008338137691,0.20158935970590913,0,0.0,0.15943069093245488
MANFIZ_validation,1,1.3,0.02,19,1,0.02552491352224524,0.020847059195784258,0.9988149844986492,1.0,0.48267351326598096,0.13754300269088435,0,0.0,0.058722887345609265
MANFIZ_validation,1,1.3,0.02,19,2,0.023803597976127924,0.019947537409638266,0.9986783006669278,1.0,0.5180680179404492,0.16259826318551132,0,0.0,0.10166845041957567
MANFIZ_noise,1,1.3,0.005,20,1,0.013975875796638233,0.010365569428726193,0.9996321085771505,1.0,0.6065965875597571,0.18429991411882923,0,0.0,0.17260200389761907
MANFIZ_noise,1,1.3,0.005,20,2,0.01355063122662543,0.009341888933671496,0.9995992543809027,1.0,0.6440669981617019,0.20455440249394294,0,0.0,0.17298060388740083
MANFIZ_validation,1,1.3,0.005,20,1,0.013975875796638233,0.010365569428726193,0.9996321085771505,1.0,0.4833226557373926,0.14684606832759478,0,0.0,0.11520298191474354
MANFIZ_validation,1,1.3,0.005,20,2,0.01355063122662543,0.009341888933671496,0.9995992543809027,1.0,0.519943713168359,0.16513309311174082,0,0.0,0.11588815965857624
MANFIZ_noise,1,1.3,0.01,20,1,0.016812185746743574,0.013125092457475604,0.9994672914956741,1.0,0.6065931758528561,0.1837247522658489,0,0.0,0.16440703853949423
MANFIZ_noise,1,1.3,0.01,20,2,0.01637585824144307,0.01251847230124568,0.9994145443861583,1.0,0.6440733995670737,0.20359297678959945,0,0.0,0.16771959576309847
MANFIZ_validation,1,1.3,0.01,20,1,0.016812185746743574,0.013125092457475604,0.9994672914956741,1.0,0.48331924403049425,0.14638758217148154,0,0.0,0.10671249683522366
MANFIZ_validation,1,1.3,0.01,20,2,0.01637585824144307,0.01251847230124568,0.9994145443861583,1.0,0.519950114573731,0.16435734138269614,0,0.0,0.11062715153427388
MANFIZ_noise,1,1.3,0.02,20,1,0.025071373978169526,0.02053192797687602,0.9988141408184993,1.0,0.6066178621402174,0.18246164350529123,0,0.0,0.1474266432628525
MANFIZ_noise,1,1.3,0.02,20,2,0.02464023905213031,0.02039015203166891,0.9986741332661382,1.0,0.6441304991174003,0.20171091328667207,0,0.0,0.15723155155513557
MANFIZ_validation,1,1.3,0.02,20,1,0.025071373978169526,0.02053192797687602,0.9988141408184993,1.0,0.4833439303178544,0.14538267566496005,0,0.0,0.08973210155858194
MANFIZ_validation,1,1.3,0.02,20,2,0.02464023905213031,0.02039015203166891,0.9986741332661382,1.0,0.5200072141240575,0.16284142766154602,0,0.0,0.10013910732631098
MANFIZ_noise,2,1.0,0.005,1,1,0.006220276388461756,0.005058179962577157,0.9997264184422145,1.0,0.43433738938812794,0.2801879176462313,0,0.0,0.1684299695519296
