Evaluation,Objective,DataMSE,Penalty
0,0.0004516073132661373,0.0004516073132661373,0.0
1,0.0004516073132661373,0.0004516073132661373,0.0
2,0.00045131256530069616,0.00045131256530069616,0.0
3,0.00045171418171369415,0.00045171418171369415,0.0
4,0.00045192151543511694,0.00045192151543511694,0.0
5,0.0004514230682030193,0.0004514230682030193,0.0
6,0.00045169694200351596,0.00045169694200351596,0.0
7,0.00045177688917040514,0.00045177688917040514,0.0
8,0.0004498725606642594,0.0004498725606642594,0.0
9,0.0004521021649741162,0.0004521021649741162,0.0
10,0.00045313490736293934,0.00045313490736293934,0.0
11,0.0004502462061926354,0.0004502462061926354,0.0
12,0.00045217082365559463,0.00045217082365559463,0.0
13,0.00045252505173798316,0.00045252505173798316,0.0
14,0.00045157280833653824,0.00045157280833653824,0.0
15,0.0004516438069013291,0.0004516438069013291,0.0
16,0.0004516305230141411,0.0004516305230141411,0.0
17,0.0004515246698656103,0.0004515246698656103,0.0
18,0.00045162646389590374,0.00045162646389590374,0.0
19,0.0004517184077109042,0.0004517184077109042,0.0
20,0.0004500008704000265,0.0004500008704000265,0.0
21,0.000450220308485522,0.000450220308485522,0.0
22,0.00045046876650449755,0.00045046876650449755,0.0
23,0.00045036573322451457,0.00045036573322451457,0.0
24,0.0004504208456252142,0.0004504208456252142,0.0
25,0.0004503825326159803,0.0004503825326159803,0.0
26,0.0004502614271927715,0.0004502614271927715,0.0
27,0.0004500782184561069,0.0004500782184561069,0.0
28,0.0004499103792760252,0.0004499103792760252,0.0
29,0.000449763449293208,0.000449763449293208,0.0
30,0.00044883932088245513,0.00044883932088245513,0.0
31,0.0004494814783321084,0.0004494814783321084,0.0
32,0.00044922967558478467,0.00044922967558478467,0.0
33,0.0004489800122798801,0.0004489800122798801,0.0
34,0.0004487517704028536,0.0004487517704028536,0.0
35,0.0004473951807554464,0.0004473951807554464,0.0
36,0.0004483162252355984,0.0004483162252355984,0.0
37,0.00044809746228557733,0.00044809746228557733,0.0
38,0.0004478698213742512,0.0004478698213742512,0.0
39,0.0004483544498976666,0.0004483544498976666,0.0
40,0.0004483367193514034,0.0004483367193514034,0.0
41,0.00044803781940217576,0.00044803781940217576,0.0
42,0.00044767151574475096,0.00044767151574475096,0.0
43,0.0004475775437853674,0.0004475775437853674,0.0
44,0.000447404096867684,0.000447404096867684,0.0
45,0.0004472435836472488,0.0004472435836472488,0.0
46,0.0004460722662891478,0.0004460722662891478,0.0
47,0.0004466860813438811,0.0004466860813438811,0.0
48,0.00044651264632870213,0.00044651264632870213,0.0
49,0.0004461231686298599,0.0004461231686298599,0.0
50,0.00044571130657412216,0.00044571130657412216,0.0
51,0.0004436459232396808,0.0004436459232396808,0.0
52,0.00044552745794015545,0.00044552745794015545,0.0
53,0.0004453249785414296,0.0004453249785414296,0.0
54,0.00044516113111420523,0.00044516113111420523,0.0
55,0.0004448927742247951,0.0004448927742247951,0.0
56,0.0004450913595118352,0.0004450913595118352,0.0
57,0.000444810173701048,0.000444810173701048,0.0
58,0.0004443495963544005,0.0004443495963544005,0.0
59,0.00044417849111077004,0.00044417849111077004,0.0
60,0.0004438232601005391,0.0004438232601005391,0.0
61,0.00044354425954720153,0.00044354425954720153,0.0
62,0.00044157793951006845,0.00044157793951006845,0.0
63,0.00044316988951534385,0.00044316988951534385,0.0
64,0.00044281453797154056,0.00044281453797154056,0.0
65,0.00044235237464133057,0.00044235237464133057,0.0
66,0.0004418247976819489,0.0004418247976819489,0.0
67,0.0004419922795189095,0.0004419922795189095,0.0
68,0.00044167592410902155,0.00044167592410902155,0.0
69,0.0004415691823317889,0.0004415691823317889,0.0
70,0.00043961891029728256,0.00043961891029728256,0.0
71,0.0004406468491893248,0.0004406468491893248,0.0
72,0.0004408069694785615,0.0004408069694785615,0.0
73,0.0004405474157951647,0.0004405474157951647,0.0
74,0.0004402279913117109,0.0004402279913117109,0.0
75,0.0004396841714055098,0.0004396841714055098,0.0
76,0.0004395059636674175,0.0004395059636674175,0.0
77,0.0004373417977424543,0.0004373417977424543,0.0
78,0.0004387987097716561,0.0004387987097716561,0.0
79,0.0004384862174815261,0.0004384862174815261,0.0
80,0.00043811167541050994,0.00043811167541050994,0.0
81,0.0004378696431217977,0.0004378696431217977,0.0
82,0.00043771193327291557,0.00043771193327291557,0.0
83,0.00043714120500726143,0.00043714120500726143,0.0
84,0.0004346767678832441,0.0004346767678832441,0.0
85,0.00043650843782915705,0.00043650843782915705,0.0
86,0.0004363889928763597,0.0004363889928763597,0.0
87,0.00043609675404855994,0.00043609675404855994,0.0
88,0.00043594824761103044,0.00043594824761103044,0.0
89,0.00043541007636396155,0.00043541007636396155,0.0
90,0.00043494043626826054,0.00043494043626826054,0.0
91,0.0004349509198695533,0.0004349509198695533,0.0
92,0.00043501915044539044,0.00043501915044539044,0.0
93,0.00043409895478359724,0.00043409895478359724,0.0
94,0.0004320316227745532,0.0004320316227745532,0.0
95,0.000433489130053031,0.000433489130053031,0.0
96,0.00043356119474237246,0.00043356119474237246,0.0
97,0.0004326970126293379,0.0004326970126293379,0.0
98,0.00043292316362517785,0.00043292316362517785,0.0
99,0.00043268886788696897,0.00043268886788696897,0.0
100,0.0004323943727508747,0.0004323943727508747,0.0
101,0.0004321326582645975,0.0004321326582645975,0.0
102,0.00043170520976042496,0.00043170520976042496,0.0
103,0.00043046809393865296,0.00043046809393865296,0.0
104,0.00043111166733584574,0.00043111166733584574,0.0
105,0.0004316509991650086,0.0004316509991650086,0.0
106,0.00043136685754550306,0.00043136685754550306,0.0
107,0.00043128041951856244,0.00043128041951856244,0.0
108,0.0004306906955021898,0.0004306906955021898,0.0
109,0.00043099920905144987,0.00043099920905144987,0.0
110,0.0004304412373630631,0.0004304412373630631,0.0
111,0.0004300652042819511,0.0004300652042819511,0.0
112,0.00043039258686362056,0.00043039258686362056,0.0
113,0.00043047753440692195,0.00043047753440692195,0.0
114,0.00043026848388554365,0.00043026848388554365,0.0
115,0.00043009634957835274,0.00043009634957835274,0.0
116,0.00043036560307058375,0.00043036560307058375,0.0
117,0.00043046417218890954,0.00043046417218890954,0.0
118,0.0004308759804811754,0.0004308759804811754,0.0
119,0.00043052005613383574,0.00043052005613383574,0.0
120,0.0004308832591796037,0.0004308832591796037,0.0
121,0.00043101181561590497,0.00043101181561590497,0.0
122,0.00043157544413676313,0.00043157544413676313,0.0
123,0.00043114401814595957,0.00043114401814595957,0.0
124,0.0004314395110537689,0.0004314395110537689,0.0
125,0.00043061226041457893,0.00043061226041457893,0.0
126,0.0004309942546948478,0.0004309942546948478,0.0
127,0.0004310812629847314,0.0004310812629847314,0.0
128,0.0004311259056497608,0.0004311259056497608,0.0
129,0.0004305232528589997,0.0004305232528589997,0.0
130,0.0004327521821027783,0.0004327521821027783,0.0
131,0.00043034408294351467,0.00043034408294351467,0.0
132,0.00043146118168107227,0.00043146118168107227,0.0
133,0.0004302629603501772,0.0004302629603501772,0.0
134,0.0004308160776310967,0.0004308160776310967,0.0
135,0.0004300956992514101,0.0004300956992514101,0.0
136,0.00043124318093045475,0.00043124318093045475,0.0
137,0.0004302758459543877,0.0004302758459543877,0.0
138,0.0004306490609887507,0.0004306490609887507,0.0
139,0.00043016102290573577,0.00043016102290573577,0.0
140,0.00043042463583751783,0.00043042463583751783,0.0
141,0.0004308173316036253,0.0004308173316036253,0.0
142,0.00043030993365529547,0.00043030993365529547,0.0
143,0.0004309619585489111,0.0004309619585489111,0.0
144,0.00043027177436746064,0.00043027177436746064,0.0
145,0.000430354230485483,0.000430354230485483,0.0
146,0.0004301170192414498,0.0004301170192414498,0.0
147,0.0004301241829964634,0.0004301241829964634,0.0
148,0.00042974767314458593,0.00042974767314458593,0.0
149,0.00042958282496050764,0.00042958282496050764,0.0
150,0.00043034529582276396,0.00043034529582276396,0.0
151,0.00042959268883950097,0.00042959268883950097,0.0
152,0.0004300914347380125,0.0004300914347380125,0.0
153,0.00042978572560872303,0.00042978572560872303,0.0
154,0.00042952758504214653,0.00042952758504214653,0.0
155,0.00042920812462550196,0.00042920812462550196,0.0
156,0.00043006486612846866,0.00043006486612846866,0.0
157,0.00043028774088028855,0.00043028774088028855,0.0
158,0.0004297356857602883,0.0004297356857602883,0.0
159,0.0004296402023858537,0.0004296402023858537,0.0
160,0.00043053894739040143,0.00043053894739040143,0.0
161,0.0004298932026836621,0.0004298932026836621,0.0
162,0.00042960013552677885,0.00042960013552677885,0.0
163,0.0004295554118411326,0.0004295554118411326,0.0
164,0.00042918298404239034,0.00042918298404239034,0.0
165,0.0004290785823337923,0.0004290785823337923,0.0
166,0.00042937430264279743,0.00042937430264279743,0.0
167,0.0004303671480304618,0.0004303671480304618,0.0
168,0.0004297474006208692,0.0004297474006208692,0.0
169,0.0004295450759976794,0.0004295450759976794,0.0
170,0.00042938418845099693,0.00042938418845099693,0.0
171,0.00042898311283093765,0.00042898311283093765,0.0
172,0.0004288424433412247,0.0004288424433412247,0.0
173,0.0004293437266840577,0.0004293437266840577,0.0
174,0.0004295303838244223,0.0004295303838244223,0.0
175,0.0004288039205727321,0.0004288039205727321,0.0
176,0.00042872484841382916,0.00042872484841382916,0.0
177,0.0004295105323053557,0.0004295105323053557,0.0
178,0.00042899474080557875,0.00042899474080557875,0.0
179,0.0004286827775238651,0.0004286827775238651,0.0
180,0.0004288630737055257,0.0004288630737055257,0.0
181,0.00042909611998870583,0.00042909611998870583,0.0
182,0.0004284734791852157,0.0004284734791852157,0.0
183,0.00042850543863530937,0.00042850543863530937,0.0
184,0.00042856814523896196,0.00042856814523896196,0.0
185,0.00042903797965391393,0.00042903797965391393,0.0
186,0.0004288594545822157,0.0004288594545822157,0.0
187,0.00042805012247767315,0.00042805012247767315,0.0
188,0.00042755297756294665,0.00042755297756294665,0.0
189,0.00042825814223537614,0.00042825814223537614,0.0
190,0.0004284271223137163,0.0004284271223137163,0.0
191,0.0004287405694409701,0.0004287405694409701,0.0
192,0.0004294604861406329,0.0004294604861406329,0.0
193,0.0004286457279007366,0.0004286457279007366,0.0
194,0.00042828343338780834,0.00042828343338780834,0.0
